Genshin Impact Extra 3
なかはらのもつやき	中原のもつ焼き
ぶろーちく	ブロー地区
ぶんしんどうふ	文心豆腐
ぶんぶん	ブンブン
ぷかぷかくさきのこん	プカプカ草キノコン
ぷかぷかみずきのこん	プカプカ水キノコン
ぷくぷくあいすくりーむ	プクプクアイスクリーム
ぷくぷくしゅーくりーむ	プクプクシュークリーム
ぷくぷくじゅう	プクプク獣
ぷらいまるこうぞうたい・さいこうちく	プライマル構造体・再構築
ぷらいまるこうぞうたい・じゅうりょくばはっせいき	プライマル構造体・重力場発生器
ぷらいまるこうぞうたい・たんさき	プライマル構造体・探査機
ぷるちねっら	プルチネッラ
ぷる・ら・じゃすてぃす	プル·ラ·ジャスティス
ぷーか	プーカ
へいあん	平安
へうりあ	ヘウリア
へでぃーゔ・ぷるしな	ヘディーヴ・プルシナ
へびがみのくび	蛇神の首
へるたー	ヘルター
へんいかみなりすらいむ	変異雷スライム
へんこうぷりずむ	偏光プリズム
べっしーちきん	ベッシーチキン
べと	ベト
べねってぃ	ベネッティ
べりるちく	ベリル地区
べろにか	ベロニカ
ぺとりこーるちょう	ペトリコール町
ほいーる	ホイール
ほうじょうのねがい	豊穣の願い
ほうとういたち・おうごん	宝盗イタチ・黄金
ほうとういたち・しんまい	宝盗イタチ・新米
ほうとういたち・ちゅうけん	宝盗イタチ・中堅
ほうとうだん・うみのだんじ	宝盗団・海の男児
ほうとうだん・かみなりのやくざいし	宝盗団・雷の薬剤師
ほうとうだん・けんじゅつか	宝盗団・拳術家
ほうとうだん・こおりのやくざいし	宝盗団・氷の薬剤師
ほうとうだん・ざっぷ	宝盗団・雑夫
ほうとうだん・せっこう	宝盗団・斥候
ほうとうだん・とうくつしゃ	宝盗団・盗掘者
ほうとうだん・ふんさいしゃ	宝盗団・粉砕者
ほうとうだん・ほのおのやくざいし	宝盗団・炎の薬剤師
ほうとうだん・みずのやくざいし	宝盗団・水の薬剤師
ほうとうだん・ゆみつかい	宝盗団・弓使い
ほうりつここにあり	法律ここにあり
ほうろうのりょうしゅ	奔狼の領主
ほくちのすもーくちきん	北地のスモークチキン
ほくちのりんごとにくのにこみ	北地のリンゴと肉の煮込み
ほしほたるのどうくつ	星蛍の洞窟
ほしょくぞうしょくせいめいたい	捕食増殖生命体
ほっせいに	ホッセイニ
ほのお1	炎1
ほのおいち	炎1
ほのおすらいむ	炎スライム
ほのおふらいむ	炎フライム
ほふまん・しゅみっと	ホフマン・シュミット
ほるとぅす・ゆーげれてぃす	ホルトゥス・ユーゲレティス
ほれろう	ホレロウ
ほわいとそーすぽとふ	ホワイトソースポトフ
ほーるじー	ホールジー
ぼうえいぞうしょくせいめいたい	防衛増殖生命体
ぼうきゃくのきょうこく	忘却の峡谷
ぼうけんしゃえっぐばーがー	冒険者エッグバーガー
ぼうしくらげ	ボウシクラゲ
ぼうじょりょかん	望舒旅館
ぼうふうのたね	暴風の種
ぼうめいしゃのかいちゅうどけい	亡命者の懐中時計
ぼうめいしゃのかんむり	亡命者の冠
ぼうめいしゃのこっぷ	亡命者のコップ
ぼうめいしゃのはな	亡命者の花
ぼうめいしゃのはね	亡命者の羽根
ぼうろうむら	望瀧村
ぼえてぃうす	ボエティウス
ぼだいじゅざい	菩提樹材
ぼよよんいわきのこん	ボヨヨン岩キノコン
ぼよよんかぜきのこん	ボヨヨン風キノコン
ぼよよんほのおきのこん	ボヨヨン炎キノコン
ぼーもんとこうぼう	ボーモント工房
ぽうる	ポウル
ぽこぽこびーにー	ポコポコビーニー
ぽてとぼーと	ポテトボート
ぽとん	ポトン
ぽぽらーの	ポポラーノ
ぽわそんしーふーどすーぷ	ポワソンシーフードスープ
ぽわそんちゃんてぃー・ぱい	ポワソンチャンティー・パイ
ぽわそんちょう	ポワソン町
ぽわそんとんねる	ポワソントンネル
ぽーとふうとりっぷ	ポート風トリップ
ぽーと・まるこっと	ポート・マルコット
まいやるで	マイヤルデ
まおうのやいば・ざんぺん	魔王の刃・残片
まぐうのしん	魔偶の芯
まぐろのにぎりずし	マグロの握り寿司
まこと	眞
まさのり	「公義」
まさのり	公義
まさらちーずぼーる	マサラチーズボール
ましなりー・えんざんりょくぞうふくき	マシナリー・演算力増幅器
ましなりー・きびんさいしゅうがた	マシナリー・機敏採集型
ましなりー・くいきけいかいがた	マシナリー・区域警戒型
ましなりー・すいちゅうかんそくがた	マシナリー・水中観測型
ましなりー・すいちゅうじゅんゆうがた	マシナリー・水中巡遊型
ましなりー・ちしつたんちがた	マシナリー・地質探知型
ましなりー・ていさつきろくがた	マシナリー・偵察記録型
ましーら	マシーラ
まじっくすぺしゃる	マジックスペシャル
まじょのこころのほのお	魔女の心の炎
まじょのはめつのとき	魔女の破滅の時
まじょのほのおのはな	魔女の炎の花
まじょのほのおのはね	魔女の炎の羽根
まじょばあさん	魔女婆さん
まぜんたくじゃくばと	マゼンタクジャクバト
まつざい	松材
まつたけのあわびもどき	松茸のアワビもどき
まつたけのにくまき	松茸の肉巻き
まつたけのばたーやき	松茸のバター焼き
まはーるっかでゔぁーた	マハールッカデヴァータ
まほうのみーとそーす	魔法のミートソース
まめーる	マメール
まりあん	マリアン
まりあん・ぎよたん	マリアン・ギヨタン
まる	マル
まるこっとそう	マルコット草
まるしらっく	マルシラック
まるてんすのばんのうほござい	マルテンスの万能保護材
まろうざい	マロウ材
まんぞくさらだ	満足サラダ
まんぶんしゅうしゃ	万文集舎
まんまるたこ	マンマルタコ
まーがれっと	マーガレット
まーじょりー	マージョリー
まーせる	マーセル
まーるーと	マールート
みかげろしん	御影炉心
みか・しゅみっと	ミカ・シュミット
みじゃーる	ミジャール
みじゅくのぎょくせき	未熟の玉石
みずしょうちょう	水晶蝶
みずすらいむ	水スライム
みずふらいむ	水フライム
みそしる	味噌汁
みつじゅうちゃーしゅー	蜜汁チャーシュー
みどりのかりうどのかんむり	緑の狩人の冠
みどりのかりうどのけっしん	緑の狩人の決心
みどりのかりうどのようき	緑の狩人の容器
みなぎるほしたけ	みなぎる星茸
みぬ	弥怒
みのりゆたか	実り豊か
みひる	ミヒル
みやじ	宮地
みょうじょうさい	明星斎
みらーじゅさいじょう	ミラージュ祭場
みるきーきのこくりすぷたわー	ミルキーキノコクリスプタワー
みろえび	美露エビ
みんと	ミント
みんとぜりー	ミントゼリー
みんとのあえもの	ミントの和え物
みんとのけものにくまき	ミントの獣肉巻き
みんとびーんすーぷ	ミントビーンスープ
みんとふるーつてぃー	ミントフルーツティー
みんとべりーじゅーす	ミントベリージュース
みーとそーすらざにあ	ミートソースラザニア
むがくのとう	無学の塔
むくなうみのきんぱい	無垢な海の金盃
むくなうみのぎんぱい	無垢な海の銀盃
むくなうみのくはい	無垢な海の苦杯
むくなうみのしゅはい	無垢な海の酒盃
むくのはな	無垢の花
むじょうのめん	無常の面
むそうじんはざま	無想刃狭間
むそうらくどのけつまつ	夢想楽土の結末
むぼういんせきみっきゅう	無妄引責密宮
むみょうとりで	無明砦
めいきのたに	銘記の谷
めいぎょ	冥魚
めいげつのたまご	明月の玉子
めいさいちょう	瞑彩鳥
めいさいとり	瞑彩鳥
めいさいどり	瞑彩鳥
めいとうのつば	名刀の鍔
めかんとる	メカントル
めつじょうのつる	滅諍の蔓
めまいかいひじゅつ・かい	眩暈回避術・改
めらっく	メラック
めりっさ	メリッサ
めりゅしーむら	メリュシー村
めろぴでようさい	メロピデ要塞
めんてましなりー	メンテマシナリー
めんてましなりー・おうごんとうそつがた	メンテマシナリー·黄金統率型
もううんじんじゃ	曚雲神社
もうじゃのみやこ	「亡者の都」
もうじゃのみやこ	亡者の都
もしりさいじょう	モシリ祭場
もしりのから	モシリの殻
もじゃもじゃだじゅう	モジャモジャ駄獣
もみじのにわ	紅葉ノ庭
ももよ	百代
もらみーと	モラミート
もりす	モリス
もるてちく	モルテ地区
もろいこっぺん	脆い骨片
もんたな	モンタナ
もんどのかこ	モンドの過去
もんどふうはっしゅどぽてと	モンド風ハッシュドポテト
もんどふうやきざかな	モンド風焼き魚
もん・おとんぬき	モン・オトンヌキ
やききのこみーとぴざ	焼きキノコミートピザ
やきそば	焼きそば
やくくん	薬君
やしざい	ヤシ材
やぬすのもん	ヤヌスの門
やぶれたはいこつ	毀れた背骨
やまさちのめん	山幸の麺
やまもりきのこ	山盛りキノコ
やむちゃしようぜ	飲茶しようぜ！
ゆいいつのしんそう	唯一の真相
ゆうきゅうのげんのがくしょう	悠久の弦の楽章
ゆうきゅうのげんのざんしょう	悠久の弦の残章
ゆうきゅうのげんのだんしょう	悠久の弦の断章
ゆうきゅうのげんのひびき	悠久の弦の響き
ゆうぐれのたいやき	夕暮れの鯛焼き
ゆうぐれのみ	夕暮れの実
ゆうぐれべりーてぃー	夕暮れベリーティー
ゆうしのかんむり	勇士の冠
ゆうしのきたい	勇士の期待
ゆうしのくんしょう	勇士の勲章
ゆうしのそうこう	勇士の壮行
ゆうすいなるちょうこく	幽邃なる彫刻
ゆうゆうだいこうぐん	幽々大行軍
ゆきおおうこきょうのさいご	雪覆う故郷の最後
ゆきのいのしし	雪のイノシシ
ゆきのいのししおう	雪のイノシシ王
ゆふぃ	ユフィ
ゆふとぅん	ユフトゥン
ゆめ	夢
ゆめみざい	夢見材
ゆーさー	ユーサー
ゆーふらしあ	ユーフラシア
ようごうざん	影向山
ようてつのこさい	熔鉄の孤砦
ようとく	葉徳
ようむのかけら	幼夢の欠片
ようめつのとき	溶滅の刻
よくじょうのうき	翼状の羽鰭
よげんしゃ	予言者
よごれたかめん	汚れた仮面
よりきぶし	寄騎武士
らいうんのいんろう	雷雲の印籠
らいこうのぷりずむ	雷光のプリズム
らいさいのせいぞんしゃ	雷災の生存者
らいちょう	雷鳥
らいちょうのあわれみ	雷鳥の憐み
らいていのとけい	雷霆の時計
らいていのねんじゅ	雷霆の念珠
らおじ	羅おじ
らくらいのぜんちょう	落雷の前兆
らくらくだじゅう	ラクラク駄獣
らしゅぬ	ラシュヌ
らずべりー	ラズベリー
らずべりーみずまんじゅう	ラスベリー水まんじゅう
らたとぅいゆ・たっせす	ラタトゥイユ・タッセス
らてぃしあ	ラティシア
らどみーる	ラドミール
らな	ラナ
らのーる	ラノール
らふまん	ラフマン
らわっと	ラワット
りさ・みんつ	リサ・ミンツ
りしゅぼらんとら	リシュボラン虎
りしゅぼらんとらのらーじゃ	リシュボラン虎のラージャ
りすいじょうざんしんくん	理水畳山真君
りそうてきじょうきょう	「理想的状況」
りつほん	立本
りとう	離島
りのれあ	リノレア
りふぁえっと	リファエット
りふぃーちく	リフィー地区
りゅううんしゃくふうしんくん	留雲借風真君
りゅうおう	龍王
りゅうおうのかんむり	龍王の冠
りゅうさうなぎ	流砂ウナギ
りゅうしめん	龍髭麺
りゅうみんのたに	龍眠の谷
りゅどひか・しゅないつぇふな	リュドヒカ・シュナイツェフナ
りょういのはね	良医の羽
